scaling,model,max_depth,num_threads,use_omp,train_time_mean,train_time_std,eval_time_mean,eval_time_std,mse_mean,mse_std,mae_mean,mae_std,n_estimators,criteria,which_loss_function,learning_rate,num_leaves,subsample,colsample_bytree,min_data_leaf,num_bins,use_dart,dropout_rate,skip_drop_rate,binning_method
weak,Bagging,6,1,1,2.198303333333333,0.023235461882409252,0.004769880000000001,2.123411092244401e-05,0.00040287833333333333,2.6577005880188155e-05,0.01007268,0.00025700837496081747,200.0,0.0,0.0,,,,,,,,,,
weak,Bagging,6,2,1,1.9371033333333332,0.014422661181472568,0.010105313333333333,0.00022383372479489226,0.00028837966666666665,2.794497490108414e-06,0.009206473333333333,0.00012216340268491062,200.0,0.0,0.0,,,,,,,,,,
weak,Bagging,6,3,1,2.10523,0.03738992466783889,0.017791733333333334,0.0003500094887602643,0.0002724673333333333,1.924606684205621e-06,0.009167626666666666,3.2649116714273193e-05,200.0,0.0,0.0,,,,,,,,,,
weak,Bagging,6,4,1,2.25682,0.0036357209280507598,0.02453153333333333,0.00020076962474991733,0.000107225,2.2009184446498678e-06,0.00623781,3.796144359741856e-05,200.0,0.0,0.0,,,,,,,,,,
weak,Bagging,6,5,1,2.7007766666666666,0.009323834452031353,0.0321496,0.000772066542900719,7.220783333333334e-05,2.972224881951045e-06,0.00538139,0.00010395803384058415,200.0,0.0,0.0,,,,,,,,,,
weak,Bagging,6,6,1,3.2011866666666666,0.025781464056350446,0.03729503333333333,0.0007318662188010997,4.757453333333333e-05,1.0322208624557475e-06,0.004569640000000001,3.7073662709080655e-05,200.0,0.0,0.0,,,,,,,,,,
weak,Boosting,6,1,1,1.13858,0.017354367365786237,0.0035750966666666666,0.0018916969296433883,0.00018603533333333332,1.7961130872588067e-07,0.006094953333333333,3.7079763873155057e-06,200.0,0.0,0.0,0.1,,,,,,,,,
weak,Boosting,6,2,1,5.01298,0.007146985378465483,0.0035203166666666666,0.0001392338661708742,0.000113296,0.0,0.00516949,0.0,200.0,0.0,0.0,0.1,,,,,,,,,
weak,Boosting,6,3,1,8.223446666666668,0.035223810444388916,0.005380556666666667,0.0004711877488739378,0.000113662,0.0,0.00483638,0.0,200.0,0.0,0.0,0.1,,,,,,,,,
weak,Boosting,6,4,1,9.285723333333335,0.05753798880353388,0.005727583333333334,0.00040950908043113735,3.96253e-05,0.0,0.00320821,0.0,200.0,0.0,0.0,0.1,,,,,,,,,
weak,Boosting,6,5,1,11.922433333333332,0.038163886361614184,0.007556426666666667,0.00025939303734337586,2.3992899999999995e-05,3.3881317890172014e-21,0.00261894,0.0,200.0,0.0,0.0,0.1,,,,,,,,,
weak,Boosting,6,6,1,14.079766666666666,0.0031857320805259923,0.008739193333333332,0.0004293195625897122,1.29722e-05,0.0,0.00208805,0.0,200.0,0.0,0.0,0.1,,,,,,,,,
weak,LightGBM,6,1,1,0.05910606666666667,0.00018151037313485614,0.008434736666666666,4.413050444105825e-05,0.000187428,0.0,0.00650819,0.0,200.0,,,0.1,31.0,0.8,0.8,,,,,,
weak,LightGBM,6,2,1,0.09776620000000001,7.848885271170597e-05,0.0178085,0.0001680538802487672,0.000128031,0.0,0.00543569,0.0,200.0,,,0.1,31.0,0.8,0.8,,,,,,
weak,LightGBM,6,3,1,0.13296433333333335,0.00024446449412723534,0.026201733333333335,0.00032236213935400205,0.000104457,0.0,0.00491254,0.0,200.0,,,0.1,31.0,0.8,0.8,,,,,,
weak,LightGBM,6,4,1,0.165008,0.0006876355623923634,0.03321893333333333,0.0003487119377875603,3.71399e-05,0.0,0.00314103,0.0,200.0,,,0.1,31.0,0.8,0.8,,,,,,
weak,LightGBM,6,5,1,0.19330933333333333,0.001198130859111625,0.0394938,0.00019034107981901195,2.0441e-05,0.0,0.00252239,0.0,200.0,,,0.1,31.0,0.8,0.8,,,,,,
weak,LightGBM,6,6,1,0.22376533333333334,0.0001976635750179728,0.04565066666666667,0.00046398165433081005,1.1859299999999998e-05,1.6940658945086007e-21,0.00203738,0.0,200.0,,,0.1,31.0,0.8,0.8,,,,,,
weak,AdvGBDT,6,1,1,0.515493,0.039536364976506734,0.0107649,5.816885382707436e-06,0.000252116,1.0842021724855044e-19,0.00776713,3.469446951953614e-18,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
weak,AdvGBDT,6,2,1,0.660284,0.04655736032036183,0.012166,1.7600731676710377e-05,0.000195748,0.0,0.0074679,0.0,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
weak,AdvGBDT,6,3,1,0.766575,0.03971384841029069,0.013595,4.115788327350612e-05,0.000158138,0.0,0.00665918,0.0,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
weak,AdvGBDT,6,4,1,0.923528,0.06485840697670225,0.0168921,0.0001742024089002981,5.17219e-05,0.0,0.00429004,0.0,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
weak,AdvGBDT,6,6,1,1.03007,0.02338820975524968,0.0139716,4.918294645730705e-06,2.6686e-05,0.0,0.00319745,0.0,200.0,,,0.1,,,,20.0,255.0,1.0,0.5,0.3,1.0
