node;pid;tid;core_id;sample_count;
fixot-brendan-MS-7C02;83038;83496;1;2;
fixot-brendan-MS-7C02;83038;83496;4;2;
fixot-brendan-MS-7C02;83038;83082;2;2;
fixot-brendan-MS-7C02;83038;83051;1;4;
fixot-brendan-MS-7C02;83038;83051;2;4;
fixot-brendan-MS-7C02;83038;83051;3;11;
fixot-brendan-MS-7C02;83038;83051;4;4;
fixot-brendan-MS-7C02;83038;83051;5;18;
fixot-brendan-MS-7C02;83038;83051;6;10;
fixot-brendan-MS-7C02;83038;83470;1;7;
fixot-brendan-MS-7C02;83038;83404;1;5;
fixot-brendan-MS-7C02;83038;83488;1;4;
fixot-brendan-MS-7C02;83038;83488;2;1;
fixot-brendan-MS-7C02;83038;83162;4;2;
fixot-brendan-MS-7C02;83038;83162;5;1;
fixot-brendan-MS-7C02;83038;83223;2;3;
fixot-brendan-MS-7C02;83038;83460;6;7;
fixot-brendan-MS-7C02;83038;83249;4;1;
fixot-brendan-MS-7C02;83038;83249;5;3;
fixot-brendan-MS-7C02;83038;83346;4;5;
fixot-brendan-MS-7C02;83038;83315;4;2;
fixot-brendan-MS-7C02;83038;83125;1;6;
fixot-brendan-MS-7C02;83038;83432;3;1;
fixot-brendan-MS-7C02;83038;83432;5;4;
fixot-brendan-MS-7C02;83038;83222;2;3;
fixot-brendan-MS-7C02;83038;83169;4;3;
fixot-brendan-MS-7C02;83038;83169;6;3;
fixot-brendan-MS-7C02;83038;83199;5;1;
fixot-brendan-MS-7C02;83038;83199;6;4;
fixot-brendan-MS-7C02;83038;83098;2;1;
fixot-brendan-MS-7C02;83038;83098;3;4;
fixot-brendan-MS-7C02;83038;83191;3;2;
fixot-brendan-MS-7C02;83038;83486;1;1;
fixot-brendan-MS-7C02;83038;83486;3;5;
fixot-brendan-MS-7C02;83038;83135;4;1;
fixot-brendan-MS-7C02;83038;83135;6;5;
fixot-brendan-MS-7C02;83038;83389;4;3;
fixot-brendan-MS-7C02;83038;83389;5;2;
fixot-brendan-MS-7C02;83038;83052;1;8;
fixot-brendan-MS-7C02;83038;83052;2;2;
fixot-brendan-MS-7C02;83038;83052;3;5;
fixot-brendan-MS-7C02;83038;83052;4;13;
fixot-brendan-MS-7C02;83038;83052;5;6;
fixot-brendan-MS-7C02;83038;83052;6;12;
fixot-brendan-MS-7C02;83038;83319;4;1;
fixot-brendan-MS-7C02;83038;83319;6;4;
fixot-brendan-MS-7C02;83038;83296;4;3;
fixot-brendan-MS-7C02;83038;83296;6;1;
fixot-brendan-MS-7C02;83038;83265;1;2;
fixot-brendan-MS-7C02;83038;83265;2;1;
fixot-brendan-MS-7C02;83038;83362;6;5;
fixot-brendan-MS-7C02;83038;83202;2;2;
fixot-brendan-MS-7C02;83038;83141;1;4;
fixot-brendan-MS-7C02;83038;83560;2;2;
fixot-brendan-MS-7C02;83038;83560;5;2;
fixot-brendan-MS-7C02;83038;83529;2;5;
fixot-brendan-MS-7C02;83038;83529;3;1;
fixot-brendan-MS-7C02;83038;83207;4;3;
fixot-brendan-MS-7C02;83038;83132;3;3;
fixot-brendan-MS-7C02;83038;83114;4;3;
fixot-brendan-MS-7C02;83038;83159;5;6;
fixot-brendan-MS-7C02;83038;83247;4;3;
fixot-brendan-MS-7C02;83038;83247;5;1;
fixot-brendan-MS-7C02;83038;83436;2;4;
fixot-brendan-MS-7C02;83038;83405;2;2;
fixot-brendan-MS-7C02;83038;83158;4;4;
fixot-brendan-MS-7C02;83038;83158;5;2;
fixot-brendan-MS-7C02;83038;83092;2;4;
fixot-brendan-MS-7C02;83038;83204;2;4;
fixot-brendan-MS-7C02;83038;83142;1;4;
fixot-brendan-MS-7C02;83038;83142;2;2;
fixot-brendan-MS-7C02;83038;83378;4;2;
fixot-brendan-MS-7C02;83038;83347;5;2;
fixot-brendan-MS-7C02;83038;83152;3;6;
fixot-brendan-MS-7C02;83038;83228;3;2;
fixot-brendan-MS-7C02;83038;83254;1;2;
fixot-brendan-MS-7C02;83038;83254;3;2;
fixot-brendan-MS-7C02;83038;83064;3;6;
fixot-brendan-MS-7C02;83038;83155;5;5;
fixot-brendan-MS-7C02;83038;83130;2;5;
